Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,354.137787,355.504059,338.520233,341.021149,341.021149,11497841885
2020-10-07,341.091675,342.591248,335.533600,342.119781,342.119781,10537119715
2020-10-08,342.094971,352.800385,336.497101,351.455658,351.455658,11511016796
2020-10-09,null,null,null,null,null,null
2020-10-10,365.402466,378.267151,365.354034,370.967590,370.967590,13618484324
2020-10-11,370.928436,377.246796,369.828033,375.142059,375.142059,12584512533
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,381.971466,387.296173,374.175018,379.484039,379.484039,13918846567
2020-10-15,379.192230,381.208771,371.354126,377.441833,377.441833,14964182545
2020-10-16,377.868500,380.021515,362.597412,366.229004,366.229004,14670784817
2020-10-17,366.015717,369.768127,364.489014,368.855927,368.855927,10951115359
2020-10-18,368.727539,378.597656,368.129150,378.213684,378.213684,11047103109
2020-10-19,378.469635,383.317657,373.702271,379.935608,379.935608,12811242092
2020-10-20,379.719696,380.761017,367.601074,369.136902,369.136902,13741586582
2020-10-21,369.059418,400.627258,368.727966,392.189972,392.189972,20241324322
2020-10-22,391.488617,420.141663,391.276306,413.772980,413.772980,15772846485
2020-10-23,414.051331,418.959930,403.082031,409.766693,409.766693,14256222052
2020-10-24,409.767242,416.599670,407.851715,412.457611,412.457611,12201739194
2020-10-25,412.457642,417.159210,405.350647,406.217773,406.217773,10890207469
2020-10-26,406.217987,411.279877,383.782898,393.888306,393.888306,15155684229
2020-10-27,393.888184,409.772858,390.608459,403.997040,403.997040,13940434102
2020-10-28,403.997101,408.964752,381.146332,388.650757,388.650757,15276441134
2020-10-29,388.651062,393.227692,381.288757,386.730103,386.730103,12920477749
2020-10-30,386.730255,391.464722,375.092407,382.819977,382.819977,13688056970
2020-10-31,382.820038,393.010132,381.295258,386.590332,386.590332,11276963426
2020-11-01,386.590332,397.116119,385.165527,396.358185,396.358185,10475146018
2020-11-02,396.355988,403.240753,381.017639,383.156738,383.156738,13997574252
2020-11-03,383.156036,389.515381,371.312744,387.602173,387.602173,12588494762
2020-11-04,387.603210,407.665649,377.827606,402.141998,402.141998,15126077675
2020-11-05,402.142944,417.525940,397.245819,414.067352,414.067352,15440711038
2020-11-06,414.066711,456.200623,412.982300,454.719299,454.719299,16738305610
2020-11-07,454.722565,465.675476,428.456360,435.713135,435.713135,18873289788
2020-11-08,435.718811,457.780457,433.153778,453.554779,453.554779,11292383601
2020-11-09,453.574158,457.349609,435.163879,444.163055,444.163055,13704320630
2020-11-10,444.166382,453.758362,439.600128,449.679626,449.679626,12090381666
2020-11-11,449.679657,473.578857,449.524933,462.960541,462.960541,14075403511
2020-11-12,462.959534,467.677826,452.072418,461.005280,461.005280,12877327234
2020-11-13,461.005493,475.217255,457.298248,474.626434,474.626434,13191505725
2020-11-14,474.626434,475.161438,452.986084,460.149841,460.149841,10312037942
2020-11-15,460.149902,460.994080,440.254333,447.559082,447.559082,10308617165
2020-11-16,447.558990,463.831024,445.501617,459.940308,459.940308,11441239444
2020-11-17,464.406647,482.232208,460.776611,480.360077,480.360077,14593057877
2020-11-18,480.346832,491.999908,465.830963,479.484070,479.484070,17880199224
2020-11-19,479.481018,480.121735,465.704254,471.630432,471.630432,12473929218
2020-11-20,471.631470,513.610352,471.631470,509.744568,509.744568,18629943296
2020-11-21,509.744598,550.227417,504.237762,549.486633,549.486633,20757099184
2020-11-22,549.486633,579.372498,514.517212,558.068115,558.068115,21967049601
2020-11-23,558.059509,609.987610,551.265259,608.454041,608.454041,27272302872
2020-11-24,608.522766,621.173401,593.835144,603.897766,603.897766,23281758100
2020-11-25,603.902039,605.094177,559.671387,570.686646,570.686646,20088492893
2020-11-26,570.514893,575.641479,485.497314,518.801147,518.801147,31104004592
2020-11-27,519.108093,530.777161,497.242615,517.493713,517.493713,16831105703
2020-11-28,517.597351,548.044861,508.125366,538.229797,538.229797,14770243833
2020-11-29,538.264587,576.602417,531.987549,575.758057,575.758057,15017517758
2020-11-30,575.757080,615.240540,571.537781,614.842529,614.842529,20276867833
2020-12-01,615.070313,635.160583,571.753967,587.324158,587.324158,27178964465
2020-12-02,587.261597,604.022461,578.741028,598.352356,598.352356,16883292129
2020-12-03,598.459229,622.452698,588.346375,616.708740,616.708740,16146190946
2020-12-04,616.722778,618.983154,569.283508,569.354187,569.354187,16337589997
2020-12-05,569.347656,596.595459,563.106628,596.595459,596.595459,13498010566
2020-12-06,596.568665,606.791931,584.411743,601.908997,601.908997,11290893016
2020-12-07,601.797119,602.917908,585.428650,591.843384,591.843384,10720480962
2020-12-08,591.900818,594.751587,552.469238,554.827759,554.827759,14398919320
2020-12-09,554.792908,577.288391,532.998413,573.479126,573.479126,15855915840
2020-12-10,573.504028,574.600159,549.784058,559.678528,559.678528,11672582040
2020-12-11,559.679199,560.376709,537.811646,545.797363,545.797363,11098819124
2020-12-12,545.578552,573.339417,545.245605,568.567322,568.567322,8534557897
2020-12-13,568.609863,593.781250,564.565979,589.663208,589.663208,9070377862
2020-12-14,589.782471,590.492981,577.118408,586.011169,586.011169,8125837102
2020-12-15,586.021790,596.247742,580.628784,589.355591,589.355591,9326645840
2020-12-16,589.378662,636.640320,582.039124,636.181824,636.181824,15817248373
2020-12-17,636.154175,673.834229,628.749390,642.868958,642.868958,25479532147
2020-12-18,642.916992,662.699097,632.356079,654.811951,654.811951,15756303983
2020-12-19,654.624207,668.769592,646.616211,659.297913,659.297913,12830893778
2020-12-20,659.185059,659.923706,625.014465,638.290833,638.290833,13375855442
2020-12-21,638.315186,646.846558,600.836060,609.817871,609.817871,14419493621
2020-12-22,609.420532,635.076599,589.552002,634.854187,634.854187,14745890080
2020-12-23,634.824585,637.122803,560.364258,583.714600,583.714600,15261413038
2020-12-24,584.135620,613.815186,568.596375,611.607178,611.607178,14317413703
2020-12-25,611.554565,633.061401,605.424438,626.410706,626.410706,13520927700
2020-12-26,626.498047,650.721436,617.402100,635.835815,635.835815,14761125202
2020-12-27,635.887146,711.393555,628.334961,682.642334,682.642334,26093552821
2020-12-28,683.205811,745.877747,683.205811,730.397339,730.397339,24222565862
2020-12-29,730.358704,737.952881,692.149414,731.520142,731.520142,18710683199
2020-12-30,731.472839,754.303223,720.988892,751.618958,751.618958,17294574210
2020-12-31,751.626648,754.299438,726.511902,737.803406,737.803406,13926846861
2021-01-01,737.708374,749.201843,719.792236,730.367554,730.367554,13652004358
2021-01-02,730.402649,786.798462,718.109497,774.534973,774.534973,19740771179
2021-01-03,774.511841,1006.565002,771.561646,975.507690,975.507690,45200463368
2021-01-04,977.058838,1153.189209,912.305359,1040.233032,1040.233032,56945985763
2021-01-05,1041.498779,1129.371460,986.811279,1100.006104,1100.006104,41535932781
2021-01-06,1101.005005,1209.428589,1064.233398,1207.112183,1207.112183,44699914188
2021-01-07,1208.078369,1282.579590,1167.443115,1225.678101,1225.678101,40468027280
2021-01-08,1225.967896,1273.827515,1076.081543,1224.197144,1224.197144,44334826666
2021-01-09,1223.740479,1303.871826,1182.270386,1281.077271,1281.077271,33233105361
2021-01-10,1280.871094,1347.926147,1194.715576,1262.246704,1262.246704,40616938053
2021-01-11,1261.622925,1261.622925,924.922607,1090.145386,1090.145386,60733630300
2021-01-12,1088.526733,1149.240234,1012.764160,1043.434570,1043.434570,37494601692
2021-01-13,1043.740967,1134.338501,994.549072,1130.739380,1130.739380,30109792795
2021-01-14,1130.231201,1244.163086,1093.060791,1218.453003,1218.453003,33410915929
2021-01-15,1221.877197,1250.505859,1090.721069,1171.834595,1171.834595,35972039310
2021-01-16,1171.443115,1290.053589,1157.623779,1233.537598,1233.537598,32319240157
2021-01-17,1233.453369,1265.644653,1174.388550,1230.172241,1230.172241,29258032819
2021-01-18,1230.313232,1259.450073,1187.311035,1257.279541,1257.279541,25817455560
2021-01-19,1257.434570,1432.300049,1254.522949,1377.295898,1377.295898,47195935190
2021-01-20,1375.248413,1405.744141,1243.299927,1382.274048,1382.274048,46784030909
2021-01-21,1382.684448,1382.684448,1098.476196,1121.570923,1121.570923,45932464754
2021-01-22,1118.889038,1271.687622,1046.596558,1236.512207,1236.512207,43918338506
2021-01-23,1235.267944,1272.151123,1200.893311,1230.990601,1230.990601,27253895441
2021-01-24,1231.210571,1395.111328,1225.274048,1391.609375,1391.609375,36418163554
2021-01-25,1390.639893,1467.784912,1304.973999,1324.414795,1324.414795,43565777745
2021-01-26,1323.741699,1376.085083,1253.340332,1357.058105,1357.058105,41572917750
2021-01-27,1358.333374,1368.074097,1215.311279,1253.187134,1253.187134,39394416990
2021-01-28,1251.279785,1321.613037,1226.173950,1298.101807,1298.101807,39790481941
2021-01-29,1369.086792,1428.981201,1292.240112,1382.522827,1382.522827,53611955259
2021-01-30,1382.231934,1402.399780,1328.529053,1376.115479,1376.115479,30616574234
2021-01-31,1376.823608,1378.916016,1288.501587,1314.986206,1314.986206,25198853581
2021-02-01,1314.855225,1373.845825,1274.357788,1369.040527,1369.040527,29210670920
2021-02-02,1369.505127,1542.990967,1362.771240,1515.193726,1515.193726,45437142801
2021-02-03,1514.769653,1660.909546,1510.010254,1660.909546,1660.909546,41874566399
2021-02-04,1661.170166,1689.186646,1561.853516,1594.762695,1594.762695,44396871836
2021-02-05,1594.793335,1756.510986,1594.793335,1718.650879,1718.650879,40108628454
2021-02-06,1717.797485,1738.314453,1649.068726,1677.846802,1677.846802,39873420648
2021-02-07,1677.605713,1690.036621,1501.750244,1614.227783,1614.227783,39889440151
2021-02-08,1613.642212,1770.590820,1571.579956,1746.616821,1746.616821,48012285956
2021-02-09,1746.926147,1815.963623,1711.620605,1768.035034,1768.035034,44180727529
2021-02-10,1768.039795,1826.696777,1686.542358,1744.243408,1744.243408,41916084617
2021-02-11,1743.714233,1806.539063,1708.679199,1783.797974,1783.797974,36021495262
2021-02-12,1783.489136,1861.356934,1744.168945,1843.532593,1843.532593,37905036865
2021-02-13,1843.986816,1871.603516,1770.612061,1814.109863,1814.109863,35359490535
2021-02-14,1814.372314,1848.154053,1789.914185,1805.084106,1805.084106,31439114900
2021-02-15,1804.676758,1833.830566,1683.906616,1779.791016,1779.791016,38955610883
2021-02-16,1778.945557,1824.518677,1729.641968,1781.067505,1781.067505,34269369268
2021-02-17,1781.350098,1853.667603,1736.705811,1848.458252,1848.458252,35955412703
2021-02-18,1848.206299,1949.903442,1848.206299,1937.449219,1937.449219,28255902969
2021-02-19,1938.859863,1969.546997,1896.684448,1960.164795,1960.164795,26268814253
2021-02-20,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102
2021-02-21,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717
2021-02-22,1935.557861,1936.453735,1580.626587,1781.992920,1781.992920,42409646036
2021-02-23,1781.409058,1781.409058,1378.840942,1570.203979,1570.203979,52029864713
2021-02-24,1571.476440,1710.983765,1511.018921,1626.575684,1626.575684,31329000537
2021-02-25,1625.393921,1670.224121,1465.058960,1475.703735,1475.703735,24481681873
2021-02-26,1478.653320,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2021-02-27,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2021-02-28,1459.860474,1468.391479,1300.472168,1416.048950,1416.048950,27637026080
2021-03-01,1417.151123,1567.694580,1416.416138,1564.707642,1564.707642,24032838645
2021-03-02,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
2021-03-03,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
2021-03-04,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
2021-03-05,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
2021-03-06,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
2021-03-07,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
2021-03-08,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
2021-03-09,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
2021-03-10,1868.489014,1873.803223,1766.490479,1799.166260,1799.166260,25154173185
2021-03-11,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
2021-03-12,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
2021-03-13,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
2021-03-14,1923.863770,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
2021-03-15,1854.086670,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
2021-03-16,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
2021-03-17,1807.056152,1839.818970,1749.179932,1823.449341,1823.449341,24512917348
2021-03-18,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
2021-03-19,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
2021-03-20,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
2021-03-21,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
2021-03-22,1788.362183,1811.968262,1674.299805,1691.333984,1691.333984,23599296129
2021-03-23,1690.871826,1725.108765,1662.539917,1678.650146,1678.650146,21998237965
2021-03-24,1678.002563,1740.428223,1570.787964,1593.413452,1593.413452,31228051473
2021-03-25,1593.123291,1625.911499,1560.370483,1595.359253,1595.359253,29650328701
2021-03-26,1595.210083,1702.922852,1594.736694,1702.842041,1702.842041,22548516548
2021-03-27,1703.036133,1732.824341,1674.319336,1716.494629,1716.494629,18102277710
2021-03-28,1716.405640,1728.584106,1672.660400,1691.355957,1691.355957,16599472938
2021-03-29,1691.263184,1837.187988,1683.716553,1819.684937,1819.684937,22796570548
2021-03-30,1819.466309,1860.974731,1793.922363,1846.033691,1846.033691,22512781703
2021-03-31,1846.098267,1947.837769,1793.002197,1918.362061,1918.362061,30226902621
2021-04-01,1919.157227,1989.055054,1912.178467,1977.276855,1977.276855,30914259795
2021-04-02,1976.932739,2152.451904,1960.678711,2143.225586,2143.225586,34862511022
2021-04-03,2142.895996,2144.962402,2028.422485,2028.422485,2028.422485,32011518871
